id,経度,緯度,所在地コード,用途,連番,年次,前年所在地コード,前年用途,前年連番,市区町村名,住居表示,行政,地積,利用の現況,利用状況表示,建物構造,施設,形状区分,間口（比率）,奥行（比率）,階層（地上）,階層（地下）,前面道路区分,前面道路の方位区分,前面道路の幅員,前面道路の駅前区分,前面道路の舗装状況,側道区分,側道方位区分,交通施設との近接区分,周辺の土地の利用の現況,駅名,駅距離,用途区分,防火区分,都市計画区分,森林区分,公園区分,建蔽率,容積率,共通地点区分,選定年次ビット,Ｓ５８価格,Ｓ５９価格,Ｓ６０価格,Ｓ６１価格,Ｓ６２価格,Ｓ６３価格,Ｈ１価格,Ｈ２価格,Ｈ３価格,Ｈ４価格,Ｈ５価格,Ｈ６価格,Ｈ７価格,Ｈ８価格,Ｈ９価格,Ｈ１０価格,Ｈ１１価格,Ｈ１２価格,Ｈ１３価格,Ｈ１４価格,Ｈ１５価格,Ｈ１６価格,Ｈ１７価格,Ｈ１８価格,Ｈ１９価格,Ｈ２０価格,Ｈ２１価格,Ｈ２２価格,Ｈ２３価格,Ｈ２４価格,Ｈ２５価格,Ｈ２６価格,Ｈ２７価格,Ｈ２８価格,Ｈ２９価格,Ｈ３０価格,Ｈ３１価格,属性移動Ｓ５９,属性移動Ｓ６０,属性移動Ｓ６１,属性移動Ｓ６２,属性移動Ｓ６３,属性移動Ｈ１,属性移動Ｈ２,属性移動Ｈ３,属性移動Ｈ４,属性移動Ｈ５,属性移動Ｈ６,属性移動Ｈ７,属性移動Ｈ８,属性移動Ｈ９,属性移動Ｈ１０,属性移動Ｈ１１,属性移動Ｈ１２,属性移動Ｈ１３,属性移動Ｈ１４,属性移動Ｈ１５,属性移動Ｈ１６,属性移動Ｈ１７,属性移動Ｈ１８,属性移動Ｈ１９,属性移動Ｈ２０,属性移動Ｈ２１,属性移動Ｈ２２,属性移動Ｈ２３,属性移動Ｈ２４,属性移動Ｈ２５,属性移動Ｈ２６,属性移動Ｈ２７,属性移動Ｈ２８,属性移動Ｈ２９,属性移動Ｈ３０,属性移動Ｈ３１
29,501340.381,128982.09199999999,13205,0,4,2019,13205,0,4,青梅,東京都　青梅市成木３丁目３７０番７外,13205,307,10000000000000000,_,W1,100,台形,12,10,1,0,都道,北西,78,_,_,側道,西,_,農家住宅、作業所、畑等が見られる住宅地域,東青梅,6500,_,_,調区,_,_,40,80,False,0000000001111111111111111111111111111,0,0,0,0,0,0,0,0,0,112000,108000,104000,101000,100000,97000,93000,79000,72000,69000,62000,55000,48000,42000,39900,39000,39000,37500,35700,34600,33600,33000,32700,32400,32000,31600,31200,30700,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10010000000011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000011,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000010000000
30,501346.008,128841.498,13205,5,2,2019,13205,5,2,青梅,東京都　青梅市西分町２丁目４９番１外,13205,221,10100000000000000,_,W3,111,_,10,12,3,0,都道,南,125,_,_,側道,西,_,低層小売店舗、旅館等が建ち並ぶ近隣商業地域,青梅,550,近商,準防,市街化,_,_,80,300,False,1111111111111111111111111111111111111,253000,254000,256000,258000,261000,550000,590000,590000,590000,572000,486000,418000,383000,308000,278000,271000,253000,227000,204000,187000,170000,152000,141000,139000,140000,154000,147000,136000,132000,129000,128000,128000,129000,129000,129000,129000,129000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10011000000000,10011000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
31,501347.689,128305.537,13201,0,120,2019,13201,0,120,八王子,東京都　八王子市裏高尾町５３２番６,13201,166,10000000000000000,_,W2,111,台形,12,10,2,0,市道,南,60,_,_,_,_,_,一般住宅の中に空地が残る分譲住宅地域,高尾,1800,1低専,_,市街化,_,_,40,80,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,81000,81000,81000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
32,501350.56899999996,128894.076,13205,0,12,2019,13205,0,12,青梅,東京都　青梅市根ヶ布２丁目２３７番２１４,13205,155,10000000000000000,_,RC2,101,_,10,10,2,0,市道,北西,40,_,_,_,_,_,中小規模一般住宅が建ち並ぶ住宅地域,東青梅,2000,1低専,_,市街化,_,_,40,80,False,1111111111111111111111111111111111111,116000,117000,119000,119000,122000,200000,200000,204000,206000,201000,184000,179000,176000,174000,171000,166000,140000,130000,120000,99000,90000,80000,71800,65200,63000,63800,61100,57000,55600,54600,53800,53500,52000,50100,49100,48200,47100,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000000000000
33,501357.19299999997,128607.505,13228,0,3,2019,13228,0,3,あきる野,東京都　あきる野市引田字静ノ郷６１３番５,13228,168,10000000000000000,_,W2,101,_,10,20,2,0,市道,南東,50,_,_,_,_,_,一般住宅の中に空地等が見られる住宅地域,武蔵引田,1000,1低専,_,市街化,_,_,40,80,False,1111111111111111111111111111111111111,103000,104000,105000,106000,109000,185000,190000,195000,201000,201000,195000,189000,189000,187000,185000,181000,164000,147000,140000,126000,115000,106000,100000,97500,101000,110000,107000,98500,96700,95600,94600,94900,94900,94900,94900,94900,94900,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10100000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000000000000,21000000000000,10000001000001,10000000000000,10000000000000,10000100000000,10100000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
34,501358.205,128473.14199999999,13201,0,38,2019,13201,0,38,八王子,東京都　八王子市西寺方町１０１９番６４,13201,199,10000000000000000,_,LS2,111,_,10,15,2,0,市道,南,50,_,_,_,_,_,中規模一般住宅が多い区画整然とした住宅地域,高尾,7000,1低専,_,市街化,_,_,40,80,False,1111111111111111111111111111111111111,108000,111000,111000,112000,114000,200000,195000,195000,195000,189000,175000,165000,165000,165000,155000,151000,129000,113000,103000,87500,80000,76000,70500,69500,69800,72500,68500,63000,60000,58500,58000,58000,58000,56800,55100,53600,52000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
35,501362.50299999997,128458.681,13201,0,91,2019,13201,0,91,八王子,東京都　八王子市西寺方町１１０６番１５,13201,148,10000000000000000,_,W2,101,_,10,20,2,0,市道,北,50,_,_,_,_,_,一般住宅が建ち並ぶ郊外の住宅地域,高尾,6600,1低専,_,市街化,_,_,40,80,False,0000000000001111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,170000,170000,164000,157000,134000,121000,108000,94800,81000,77000,73200,71800,73000,75500,72000,66000,64000,63000,62500,62500,62500,62400,62000,61800,61800,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,20000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
36,501365.11,128806.326,13205,0,17,2019,0,0,0,青梅,東京都　青梅市長淵５丁目５４９番６,13205,109,10000000000000000,_,W2,101,_,10,20,2,0,市道,北,53,_,_,_,_,_,戸建住宅のほかに事業所が見られる住宅地域,東青梅,1900,1住居,準防,市街化,_,_,60,150,False,0000000000000000000000000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000
37,501365.17100000003,128832.85800000001,13205,0,10,2019,13205,0,10,青梅,東京都　青梅市千ヶ瀬町４丁目３７２番８,13205,119,10000000000000000,_,W3,111,_,10,15,3,0,市道,北,60,_,_,_,_,_,一般住宅のほかに駐車場等が見られる住宅地域,東青梅,790,1住居,準防,市街化,_,_,60,200,False,1111111111111111111111111111111111111,135000,137000,139000,141000,149000,290000,300000,310000,310000,300000,276000,267000,262000,256000,251000,241000,208000,191000,169000,155000,145000,133000,126000,124000,126000,135000,129000,121000,118000,116000,115000,116000,116000,115000,114000,113000,112000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000100000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000,10000010000000
38,501371.039,128853.788,13205,0,15,2019,13205,0,15,青梅,東京都　青梅市勝沼２丁目２２７番２,13205,101,10000000000000000,_,W2,111,_,10,12,2,0,市道,南,48,_,_,_,_,_,小規模一般住宅が建ち並ぶ住宅地域,東青梅,450,1低専,_,市街化,_,_,40,80,False,1111111111111111111111111111111111111,145000,148000,150000,151000,161000,250000,250000,250000,251000,244000,226000,215000,211000,208000,206000,202000,186000,175000,164000,152000,138000,132000,127000,125000,127000,133000,127000,121000,119000,117000,115000,115000,115000,114000,113000,113000,111000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000001,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
39,501374.92,128306.48800000001,13201,0,107,2019,13201,0,107,八王子,東京都　八王子市西浅川町５６番７,13201,109,10000000000000000,_,W2,101,_,12,10,2,0,都道,南,56,_,_,_,_,_,中小規模一般住宅が建ち並ぶ住宅地域,高尾,1100,1低専,_,市街化,_,_,40,80,False,0000000000111111111111111111111111111,0,0,0,0,0,0,0,0,0,0,240000,230000,225000,218000,215000,211000,191000,169000,148000,129000,114000,109000,106000,105000,109000,116000,112000,105000,102000,101000,101000,101000,101000,101000,102000,102000,102000,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000101000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
40,501377.684,128843.075,13205,5,4,2019,13205,5,4,青梅,東京都　青梅市東青梅１丁目４番３,13205,169,11000000000000000,_,S4,111,台形,10,20,4,0,都道,北,150,_,_,_,_,_,中層の店舗等が多い駅前商業地域,東青梅,80,商業,防火,市街化,_,_,80,400,False,0000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,627000,568000,480000,429000,399000,344000,303000,279000,259000,234000,210000,198000,196000,198000,216000,206000,193000,187000,183000,180000,180000,181000,182000,182000,182000,182000,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
41,501380.01,128670.57699999999,13305,0,2,2019,13305,0,2,日の出,東京都　西多摩郡日の出町大字平井字三吉野下平井１０５８番１,13305,132,10000000000000000,_,W2,111,_,10,10,2,0,町道,東,50,_,_,_,_,_,中規模一般住宅が多い区画整然とした住宅地域,武蔵引田,1500,1低専,_,市街化,_,_,40,80,False,1111111111111111111111111111111111111,117000,119000,120000,120000,121000,185000,185000,190000,190000,190000,185000,180000,177000,175000,171000,167000,151000,133000,118000,111000,99000,91000,86000,85000,86000,90000,87500,84500,83500,82500,82000,82300,82300,82800,82800,82800,82800,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
42,501381.356,128419.906,13201,0,83,2019,13201,0,83,八王子,東京都　八王子市川町１２８番１０２,13201,170,10000000000000000,_,LS2,111,_,10,12,2,0,市道,南東,60,_,_,_,_,_,一般住宅が建ち並ぶ区画整然とした住宅地域,高尾,4300,1低専,_,市街化,_,_,40,80,False,0000000000111111111111111111111111111,0,0,0,0,0,0,0,0,0,0,230000,200000,198000,198000,194000,188000,167000,145000,129000,110000,98000,92000,87200,86500,88000,93000,89000,81000,78000,76800,76000,76000,76000,75000,74000,73000,72000,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
43,501381.76700000005,128652.653,13305,0,4,2019,13305,0,4,日の出,東京都　西多摩郡日の出町大字平井字三吉野桜木２０９番３,13305,125,10000000000000000,_,W2,111,_,10,12,2,0,町道,北,60,_,_,_,_,_,一般住宅が建ち並ぶ区画整理済みの住宅地域,武蔵引田,980,1低専,準防,市街化,_,_,50,100,False,0000000000000000000000000000011111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,124000,125000,126000,127000,127000,127000,127000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
44,501383.63200000004,128802.254,13205,0,26,2019,13205,0,26,青梅,東京都　青梅市長淵４丁目２５６番６外,13205,100,10000000000000000,_,W2,101,台形,15,10,2,0,国道,南西,160,_,_,_,_,_,一般住宅のほかに店舗等が見られる住宅地域,東青梅,1600,1住居,準防,市街化,_,_,60,200,False,0000000000000000000000000011111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000,87500,85400,83300,82000,82000,81500,80800,79900,79000,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
45,501384.625,128502.311,13201,0,124,2019,13201,0,124,八王子,東京都　八王子市川口町４６２番４外,13201,192,10000000000000000,_,LS2,101,_,10,12,2,0,市道,東,42,_,_,_,_,_,中規模一般住宅が多い郊外の既成住宅地域,八王子,8500,1低専,_,市街化,_,_,40,80,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,54800,54500,54400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000010000000
46,501385.10799999995,128346.602,13201,0,71,2019,13201,0,71,八王子,東京都　八王子市元八王子町３丁目２１５３番９５,13201,251,10000000000000000,_,W2,111,_,10,12,2,0,市道,南,70,_,_,_,_,_,中規模住宅が建ち並ぶ傾斜地の閑静な住宅地域,高尾,1800,1低専,_,市街化,_,_,40,80,False,1111111111111111111111111111111111111,127000,130000,130000,133000,140000,235000,235000,235000,235000,230000,207000,197000,195000,195000,192000,187000,170000,153000,135000,115000,102000,92000,87300,86000,88000,93000,89000,82000,79000,77500,77000,77000,77500,75000,73000,72000,71000,11000000000000,11000000000000,10011100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001001000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
47,501388.862,128451.852,13201,0,48,2019,13201,0,48,八王子,東京都　八王子市西寺方町７１２番３８,13201,151,10000000000000000,_,LS2,101,_,12,10,2,0,市道,南東,60,_,_,_,_,_,中規模一般住宅が多い郊外の住宅地域,高尾,6000,1低専,_,市街化,_,_,40,80,False,0000000111111111111111111111111111111,0,0,0,0,0,0,0,215000,215000,210000,185000,180000,178000,178000,172000,168000,150000,134000,120000,105000,92000,82000,77000,75000,76000,80300,77000,71500,69000,68000,67100,67100,67100,67100,67000,66800,66800,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000100000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10001000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
48,501390.42799999996,128957.656,13205,0,5,2019,13205,0,5,青梅,東京都　青梅市小曾木３丁目２０２４番１外,13205,366,10000000000000000,_,W2,101,台形,10,15,2,0,都道,東,95,_,_,側道,北,_,農家住宅、一般住宅が見られる都道沿いの地域,東青梅,4500,_,_,調区,_,_,40,80,False,1111111111111111111111111111111111111,47300,48300,48900,49600,54000,120000,120000,120000,120000,119000,111000,105000,103000,102000,100000,97000,86500,81000,74000,65500,58000,52000,46500,44300,43500,43500,42000,40200,39000,38000,37100,36600,36200,35800,35300,35000,34500,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000011,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,20000100000000,10000000000000,11000000000000,10000000000000,10000000000000,10000000000000
49,501390.742,128312.384,13201,0,73,2019,13201,0,73,八王子,東京都　八王子市高尾町１７３３番３,13201,126,10000000000000000,_,S3,111,_,10,15,3,0,市道,東,47,_,_,_,_,_,一般住宅、アパート等が見られる住宅地域,高尾,700,1住居,準防,市街化,_,_,60,200,False,1111111111111111111111111111111111111,141000,145000,149000,154000,170000,315000,303000,303000,303000,290000,255000,238000,226000,219000,219000,214000,205000,183000,166000,153000,135000,130000,128000,128000,136000,148000,143000,135000,132000,131000,131000,131000,132000,133000,135000,137000,139000,10000000000000,10000000000000,10011000000000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000100000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
